model_name,model_id,synonyms,model_type,growth_properties,doi,pmed,model_treatment,model_comments,msi_status,mutational_burden,ploidy,parent_id,mutation_data,methylation_data,expression_data,cnv_data,crispr_ko_data,drug_data,sample_id,tissue,tissue_status,cancer_type,cancer_type_detail,age_at_sampling,sampling_day,sampling_month,sampling_year,sample_treatment,sample_treatment_details,sample_site,tnm_t,tnm_n,tnm_m,tnm_integrated,tumour_grade,patient_id,species,gender,ethnicity,smoking_status,model_relations_comment,COSMIC_ID,BROAD_ID,CCLE_ID,RRID,suppliers
CP66-MEL,SIDM00190,,Cell Line,Unknown,,,,,MSS,24.93333333,2.085489058,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00633,Skin,Unknown,Melanoma,"('Melanoma  (C3224)',)",,,,,Unknown,,Unknown,,,,,,SIDP00562,Homo Sapiens,Unknown,Unknown,Unknown,,753546,ACH-002097,CP66MEL_SKIN,CVCL_1144,
CP67-MEL,SIDM00189,,Cell Line,Unknown,,,,,MSS,21.7,1.972073875,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00634,Skin,Unknown,Melanoma,"('Melanoma  (C3224)',)",,,,,Unknown,,Unknown,,,,,,SIDP00563,Homo Sapiens,Unknown,Unknown,Unknown,,949092,ACH-002098,CP67MEL_SKIN,CVCL_1145,
CPC-N,SIDM00953,,Cell Line,Suspension,,,,,MSS,11.03333333,2.069793945,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00491,Lung,Metastasis,Small Cell Lung Carcinoma,"('Small Cell Lung Carcinoma  (C4917)',)",,,,1987,Unknown,,Pleural Effusion,,,,,,SIDP00428,Homo Sapiens,Unknown,Unknown,Unknown,,753547,ACH-001049,CPCN_LUNG,CVCL_1146,DSMZ:ACC-306
CRO-AP2,SIDM00952,,Cell Line,Suspension,,,,,MSS,13.56666667,2.246160158,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00492,Haematopoietic and Lymphoid,Tumour,B-Cell Non-Hodgkin's Lymphoma,"('Primary Effusion Lymphoma  (C6915)',)",49,,,1996,None,,Pleural Effusion,,,,,,SIDP00429,Homo Sapiens,Male,Unknown,Unknown,,906807,ACH-002220,CROAP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1147,DSMZ:ACC-48
CRO-AP3,SIDM00070,,Cell Line,Suspension,,,,,,,3.646216611,,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,SIDS00751,Haematopoietic and Lymphoid,Tumour,B-Cell Non-Hodgkin's Lymphoma,"('Primary Effusion Lymphoma  (C6915)',)",42,,,,None,,Unknown,,,,,,SIDP00674,Homo Sapiens,Male,Unknown,Unknown,,1297440,ACH-002393,CROAP3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1810,DSMZ:ACC-275
CS1,SIDM00199,,Cell Line,Adherent,,,,,MSS,6.633333333,2.865404856,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS01184,Bone,Unknown,Chondrosarcoma,"('Chondrosarcoma  (C2946)',)",,,,,Unknown,,Unknown,,,,,,SIDP01070,Homo Sapiens,Unknown,Unknown,Unknown,,1290795,ACH-002099,CS1_BONE,CVCL_T023,Unknown:Unknown
CTB-1,SIDM00283,,Cell Line,Suspension,,,,,MSS,14.7,2.085614005,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00656,Haematopoietic and Lymphoid,Tumour,B-Cell Non-Hodgkin's Lymphoma,"('Diffuse Large B-Cell Lymphoma  (C8851)',)",70,,,,Unknown,,Unknown,,,,,,SIDP00585,Homo Sapiens,Male,East Asian,Unknown,,949088,ACH-002221,CTB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1149,RIKEN:RCB1316
CTV-1,SIDM00951,,Cell Line,Suspension,,,,"Allegedly established from the peripheral blood of a 40-year-old man with acute monoblastic leukemia (AML M5) at relapse in 1982 ; however, recent new data suggest derivation from acute lymphoblastic leukemia based on the expression signature (Andersson et al., Leukemia 19: 1042-1050, 2005, DSMZ).",MSI,115.3333333,2.008443251,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00493,Haematopoietic and Lymphoid,Unknown,T-Lymphoblastic Leukemia,"('Adult Precursor T Lymphoblastic Leukemia  (C9142)',)",,,,,Unknown,,Peripheral blood,,,,,,SIDP00430,Homo Sapiens,Unknown,Unknown,Unknown,,753548,ACH-002222,CTV1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1150,DSMZ:ACC-40
CW-2,SIDM00282,,Cell Line,Adherent,,,,,MSI,237.8333333,1.974313655,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00657,Large Intestine,Tumour,Colorectal Carcinoma,"('Colon Adenocarcinoma  (C4349)',)",55,,,,Unknown,,Unknown,,,,,,SIDP00586,Homo Sapiens,Female,East Asian,Unknown,,910554,ACH-000998,CW2_LARGE_INTESTINE,CVCL_1151,RIKEN:RCB0778
D-245MG,SIDM01021,,Cell Line,Unknown,,,,,MSS,5.766666667,3.694996999,,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,SIDS00570,Central Nervous System,Tumour,Glioblastoma,"('Glioblastoma  (C3058)',)",,,,,Unknown,,Unknown,,,,,,SIDP00503,Homo Sapiens,Male,Unknown,Unknown,,946366,ACH-002223,D245MG_CENTRAL_NERVOUS_SYSTEM,CVCL_1152,
D-247MG,SIDM00622,,Cell Line,Unknown,,,,,MSS,6.6,4.129924501,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00571,Central Nervous System,Tumour,Glioblastoma,"('Gliosarcoma  (C3796)',)",,,,,Unknown,,Unknown,,,,,,SIDP00504,Homo Sapiens,Female,Unknown,Unknown,,946367,ACH-002224,D247MG_CENTRAL_NERVOUS_SYSTEM,CVCL_1153,
D-263MG,SIDM00732,,Cell Line,Unknown,,,,,MSS,4.666666667,3.194381566,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00572,Central Nervous System,Tumour,Glioblastoma,"('Glioblastoma  (C3058)',)",,,,,Unknown,,Unknown,,,,,,SIDP00505,Homo Sapiens,Unknown,Unknown,Unknown,,946368,ACH-002225,D263MG_CENTRAL_NERVOUS_SYSTEM,CVCL_1154,
D-283MED,SIDM00888,Med 283;H283,Cell Line,Suspension,,,,,MSS,4.4,1.994180499,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00110,Central Nervous System,Metastasis,Other Solid Carcinomas,"('Medulloblastoma  (C3222)',)",6,,,1985,Unknown,,Peritoneum,,,,,,SIDP00087,Homo Sapiens,Male,White,Unknown,,906834,ACH-000055,D283MED_CENTRAL_NERVOUS_SYSTEM,CVCL_1155,ATCC:HTB-185
D-336MG,SIDM00620,,Cell Line,Unknown,,,,,MSS,5.1,3.255389725,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00573,Central Nervous System,Tumour,Glioblastoma,"('Glioblastoma  (C3058)',)",,,,,Unknown,,Unknown,,,,,,SIDP00506,Homo Sapiens,Male,Unknown,Unknown,,946369,ACH-002226,D336MG_CENTRAL_NERVOUS_SYSTEM,CVCL_1156,
D-392MG,SIDM00542,,Cell Line,Unknown,,,,,MSS,5.466666667,2.025843899,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00574,Central Nervous System,Tumour,Glioblastoma,"('Glioblastoma  (C3058)',)",,,,,Unknown,,Unknown,,,,,,SIDP00507,Homo Sapiens,Female,Unknown,Unknown,,946370,ACH-002227,D392MG_CENTRAL_NERVOUS_SYSTEM,CVCL_1158,
D-423MG,SIDM00209,,Cell Line,Unknown,,,,,MSS,4.4,4.104906724,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00575,Central Nervous System,Tumour,Glioblastoma,"('Glioblastoma  (C3058)',)",,,,,Unknown,,Unknown,,,,,,SIDP00508,Homo Sapiens,Unknown,Unknown,Unknown,,946372,ACH-002228,D423MG_CENTRAL_NERVOUS_SYSTEM,CVCL_1160,
D-502MG,SIDM00208,,Cell Line,Unknown,,,,,MSS,5.5,3.772273878,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00576,Central Nervous System,Tumour,Glioblastoma,"('Glioblastoma  (C3058)',)",,,,,Unknown,,Unknown,,,,,,SIDP00509,Homo Sapiens,Unknown,Unknown,Unknown,,946373,ACH-002229,D502MG_CENTRAL_NERVOUS_SYSTEM,CVCL_1162,
D-542MG,SIDM00207,,Cell Line,Unknown,,,,,MSS,2.366666667,4.411067383,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00577,Central Nervous System,Tumour,Glioblastoma,"('Glioblastoma  (C3058)',)",,,,,Unknown,,Unknown,,,,,,SIDP00510,Homo Sapiens,Unknown,Unknown,Unknown,,753549,ACH-002230,D542MG_CENTRAL_NERVOUS_SYSTEM,CVCL_1164,
D-566MG,SIDM00206,,Cell Line,Unknown,,,,,MSS,3.966666667,3.406234389,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00578,Central Nervous System,Tumour,Glioblastoma,"('Glioblastoma  (C3058)',)",,,,,Unknown,,Unknown,,,,,,SIDP00511,Homo Sapiens,Male,Unknown,Unknown,,946377,ACH-002231,D566MG_CENTRAL_NERVOUS_SYSTEM,CVCL_1166,
DAN-G,SIDM00950,,Cell Line,Adherent,,,,,MSS,5.966666667,2.929097734,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00494,Pancreas,Tumour,Pancreatic Carcinoma,"('Pancreatic Adenocarcinoma  (C8294)',)",,,,1985,Unknown,,Unknown,,,,,,SIDP00431,Homo Sapiens,Unknown,Unknown,Unknown,,1290797,ACH-000243,DANG_PANCREAS,CVCL_0243,DSMZ:ACC-249
Daoy,SIDM00887,D324 Med,Cell Line,Adherent,,,,,MSS,5.233333333,4.154167041,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00111,Central Nervous System,Tumour,Other Solid Carcinomas,"('Medulloblastoma  (C3222)',)",4,,,1985,Unknown,,Cerebellum,,,,,,SIDP00088,Homo Sapiens,Male,White,Unknown,,906833,ACH-000211,DAOY_CENTRAL_NERVOUS_SYSTEM,CVCL_1167,ATCC:HTB-186
Daudi,SIDM00845,NK-10A;GM03190;GM17346,Cell Line,Suspension,,,,,MSS,55,3.901892616,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00020,Haematopoietic and Lymphoid,Tumour,Burkitt's Lymphoma,"('Epstein-Barr Virus-Related Burkitt s Lymphoma  (C27694)',)",16,,5,1967,Unknown,,Peripheral Blood,,,,,,SIDP00016,Homo Sapiens,Male,Black,Unknown,,906831,ACH-000786,DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_0008,ATCC:CCL-213
DB,SIDM00886,,Cell Line,Suspension,,,,,MSS,8.833333333,3.15790765,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00112,Haematopoietic and Lymphoid,Tumour,B-Cell Non-Hodgkin's Lymphoma,"('Diffuse Large B-Cell Lymphoma  (C8851)',)",45,,,,Unknown,,Ascites,,,,,,SIDP00089,Homo Sapiens,Male,White,Unknown,,906832,ACH-000334,DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1168,ATCC:CRL-2289
DBTRG-05MG,SIDM00867,,Cell Line,Adherent,,,,,MSS,12.33333333,3.750016608,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00113,Central Nervous System,Tumour,Glioblastoma,"('Glioblastoma  (C3058)',)",59,,,,Chemotherapy;Radiotherapy,,Brain,,,,,,SIDP00090,Homo Sapiens,Female,White,Unknown,,906835,ACH-000863,DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,CVCL_1169,ATCC:CRL-2020
DEL,SIDM00949,,Cell Line,Suspension,,,,,MSS,7.2,3.232636805,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00495,Haematopoietic and Lymphoid,Metastasis,T-Cell Non-Hodgkin's Lymphoma,"('Anaplastic Large Cell Lymphoma  (C3720)',)",12,,,1987,Unknown,,Pleural Effusion,,,,,,SIDP00432,Homo Sapiens,Male,Unknown,Unknown,,906836,ACH-000233,DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1170,DSMZ:ACC-338
Detroit562,SIDM00831,Det 562;D562,Cell Line,Adherent,,,,,MSS,5.466666667,2.855835048,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00018,Head and Neck,Metastasis,Head and Neck Carcinoma,"('Pharyngeal Squamous Cell Carcinoma  (C102872)',)",,,,,Unknown,,Pleural Effusion,,,,,,SIDP00014,Homo Sapiens,Female,White,Unknown,,906837,ACH-000207,DETROIT562_UPPER_AERODIGESTIVE_TRACT,CVCL_1171,ATCC:CCL-138
DG-75,SIDM00948,,Cell Line,Suspension,,,,,MSI,47.76666667,1.948466459,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00496,Haematopoietic and Lymphoid,Metastasis,Burkitt's Lymphoma,"('Burkitt s Lymphoma  (C2912)',)",10,,,1975,Unknown,,Pleural Effusion,,,,,,SIDP00433,Homo Sapiens,Male,Unknown,Unknown,,906838,ACH-002232,DG75_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_0244,DSMZ:ACC-83
DiFi,SIDM00049,,Cell Line,Unknown,10.1007/BF02634191,,,,MSS,6.7,3.603081143,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00734,Large Intestine,Metastasis,Colorectal Carcinoma,"('Colorectal Carcinoma  (C2955)',)",46,,,,Unknown,,Ascites,,,,,,SIDP00658,Homo Sapiens,Female,Unknown,Unknown,,1789883,ACH-002233,DIFI_LARGE_INTESTINE,CVCL_6895,Unknown:Unknown
DJM-1,SIDM00281,,Cell Line,Adherent,,,,,MSS,18.26666667,1.956580301,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00658,Skin,Tumour,Other Solid Carcinomas,"('Skin Squamous Cell Carcinoma  (C4819)',)",87,,,,Unknown,,Unknown,,,,,,SIDP00587,Homo Sapiens,Female,East Asian,Unknown,,906841,ACH-002100,DJM1_SKIN,CVCL_1172,RIKEN:RCB0736
DK-MG,SIDM00947,,Cell Line,Adherent,,,,,MSS,4.8,1.905895451,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00497,Central Nervous System,Tumour,Glioblastoma,"('Glioblastoma  (C3058)',)",67,,,1991,Unknown,,Right parietal lobe,,,,,,SIDP00434,Homo Sapiens,Female,Unknown,Unknown,,906839,ACH-000244,DKMG_CENTRAL_NERVOUS_SYSTEM,CVCL_1173,DSMZ:ACC-277
DLD-1,SIDM00787,,Cell Line,Adherent,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00040,Large Intestine,Tumour,Colorectal Carcinoma,"('Colon Adenocarcinoma  (C4349)',)",,,,,Unknown,,Unknown,,,,,,SIDP00030,Homo Sapiens,Male,Unknown,Unknown,"DLD-1, HCT-15, HCT-8 and HRT-18 have been shown to have a common genetic origin (ECACC & PMID: 9809040).",910912,ACH-001061,DLD1_LARGE_INTESTINE,CVCL_0248,ECACC:90102540
DMS-114,SIDM00865,,Cell Line,Adherent,,,,,MSS,8.133333333,2.893369504,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00114,Lung,Tumour,Small Cell Lung Carcinoma,"('Small Cell Lung Carcinoma  (C4917)',)",68,,,,Unknown,,Unknown,,,,,,SIDP00091,Homo Sapiens,Male,White,Unknown,,687983,ACH-000530,DMS114_LUNG,CVCL_1174,ATCC:CRL-2066
DMS-273,SIDM00522,,Cell Line,Adherent,,,,,MSS,11.53333333,2.732277803,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00899,Lung,Metastasis,Small Cell Lung Carcinoma,"('Small Cell Lung Carcinoma  (C4917)',)",50,,,,Unknown,,Pleural effusion,,,,,,SIDP00802,Homo Sapiens,Female,Unknown,Unknown,,687985,ACH-000749,DMS273_LUNG,CVCL_1176,ECACC:95062830
DMS-53,SIDM00523,,Cell Line,Adherent,,,,,MSS,11.56666667,2.648998418,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00900,Lung,Tumour,Small Cell Lung Carcinoma,"('Small Cell Lung Carcinoma  (C4917)',)",54,,,1974,None,,Unknown,,,,,,SIDP00803,Homo Sapiens,Male,White,Unknown,,907295,ACH-000698,DMS53_LUNG,CVCL_1177,ECACC:95062823
DMS-79,SIDM00524,,Cell Line,Suspension,,,,,,14.03333333,3.446808615,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00901,Lung,Metastasis,Small Cell Lung Carcinoma,"('Small Cell Lung Carcinoma  (C4917)',)",,,,,Chemotherapy;Radiotherapy,"The patient was treated with cytoxan, vincristine, methotrexate and radiation therapy",Pleural effusion,,,,,,SIDP00804,Homo Sapiens,Unknown,Unknown,Unknown,,753551,ACH-000703,DMS79_LUNG,CVCL_1178,ECACC:95062824
DND-41,SIDM00946,,Cell Line,Suspension,,,,,MSI,67.7,3.841096436,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00498,Haematopoietic and Lymphoid,Tumour,T-Lymphoblastic Leukemia,"('Childhood Precursor T Lymphoblastic Leukemia  (C7953)',)",13,,,1977,Unknown,,Peripheral Blood,,,,,,SIDP00435,Homo Sapiens,Male,Unknown,Unknown,,1297446,ACH-000981,DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_2022,DSMZ:ACC-525
DOHH-2,SIDM00981,,Cell Line,Suspension,,,,,MSS,5,1.997877943,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00499,Haematopoietic and Lymphoid,Metastasis,B-Cell Non-Hodgkin's Lymphoma,"('Diffuse Large B-Cell Lymphoma  (C8851)',)",60,,,1990,Unknown,,Pleural Effusion,,,,,,SIDP00436,Homo Sapiens,Male,Unknown,Unknown,,906842,ACH-000056,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1179,DSMZ:ACC-47
DOK,SIDM00540,,Cell Line,Adherent,,,,,MSS,5.4,3.510962708,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00902,Head and Neck,Tumour,Oral Cavity Carcinoma,"('Oral Dysplasia  (C129863)',)",57,,,,Unknown,,Tongue,,,,,,SIDP00805,Homo Sapiens,Male,White,Unknown,,910936,ACH-002234,DOK_UPPER_AERODIGESTIVE_TRACT,CVCL_1180,ECACC:94122104
DoTc2-4510,SIDM00864,,Cell Line,Adherent,,,,,MSS,10.83333333,3.156886877,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00115,Cervix,Tumour,Cervical Carcinoma,"('Cervical Carcinoma  (C9039)',)",,,,,Unknown,,Cervix,,,,,,SIDP00092,Homo Sapiens,Female,Unknown,Unknown,,906843,ACH-001341,DOTC24510_CERVIX,CVCL_1181,ATCC:CRL-7920
DOV13,SIDM00969,,Cell Line,Adherent,,,,,MSS,6.266666667,1.900867432,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00438,Ovary,Unknown,Ovarian Carcinoma,"('Ovarian Adenocarcinoma  (C7700)',)",,,,,Unknown,,Unknown,,,,,,SIDP00375,Homo Sapiens,Female,Unknown,Unknown,,1479987,ACH-001063,DOV13_OVARY,CVCL_6774,
DSH1,SIDM00970,,Cell Line,Adherent,,,,,MSS,10.53333333,3.439289372,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00437,Bladder,Unknown,Bladder Carcinoma,"('Bladder Carcinoma  (C4912)',)",,,,,Unknown,,Unknown,,,,,,SIDP00374,Homo Sapiens,Unknown,Unknown,Unknown,,753552,ACH-002235,DSH1_URINARY_TRACT,CVCL_1182,
DU-145,SIDM00120,,Cell Line,Adherent,,,,,MSI,84.7,2.6639664,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00817,Prostate,Metastasis,Prostate Carcinoma,"('Prostate Carcinoma  (C4863)',)",69,,,,Unknown,,Brain,,,,,,SIDP00730,Homo Sapiens,Male,White,Unknown,,905935,ACH-000979,DU145_PROSTATE,CVCL_0105,NCI:DU-145
DU-4475,SIDM01001,,Cell Line,Suspension,,,,,MSS,7.266666667,3.744351662,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00500,Breast,Metastasis,Breast Carcinoma,"('Breast Carcinoma  (C4872)',)",62,,,,Unknown,,Unknown,,,,,,SIDP00437,Homo Sapiens,Female,Unknown,Unknown,,906844,ACH-000258,DU4475_BREAST,CVCL_1183,DSMZ:ACC-427
EB-1,SIDM00862,Epstein-Barr-1,Cell Line,Suspension,,14284371,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00117,Haematopoietic and Lymphoid,Tumour,Burkitt's Lymphoma,"('Epstein-Barr Virus-Related Burkitt s Lymphoma  (C27694)',)",9,,,1963,Unknown,,Upper maxilla,,,,,,SIDP00093,Homo Sapiens,Female,Black,Unknown,SNP and STR profiling by the Sanger and Broad Institute indicate both EB-1 and EB2 share common ancestry.,906845,ACH-000877,EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_2027,ATCC:HTB-60
EB-3,SIDM00793,Epstein-Barr-3;GM04679,Cell Line,Suspension,,,,,MSS,11.06666667,1.970598774,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00055,Haematopoietic and Lymphoid,Tumour,Burkitt's Lymphoma,"('Epstein-Barr Virus-Related Burkitt s Lymphoma  (C27694)',)",3,,,,Unknown,,Unknown,,,,,,SIDP00043,Homo Sapiens,Male,Black,Unknown,,906847,ACH-002236,EB3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1185,ATCC:CCL-85
EB2,SIDM00863,Epstein-Barr-2,Cell Line,Suspension,,14284371,,,MSS,18.96666667,3.577455563,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00116,Haematopoietic and Lymphoid,Metastasis,Burkitt's Lymphoma,"('Epstein-Barr Virus-Related Burkitt s Lymphoma  (C27694)',)",7,,,1963,Unknown,,Ovary,,,,,,SIDP00093,Homo Sapiens,Female,Black,Unknown,SNP and STR profiling by the Sanger and Broad Institute indicate both EB-1 and EB2 share common ancestry.,906846,ACH-001064,EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1186,ATCC:HTB-61
EBC-1,SIDM00486,EBC-1/original,Cell Line,Unknown,,,,,MSS,13.76666667,2.794422894,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00955,Lung,Tumour,Squamous Cell Lung Carcinoma,"('Squamous Cell Lung Carcinoma  (C3493)',)",69,,,,Unknown,,Unknown,,,,,,SIDP00855,Homo Sapiens,Male,Unknown,Unknown,,753554,ACH-000563,EBC1_LUNG,CVCL_2891,JCRB:JCRB0820
EC-GI-10,SIDM00278,,Cell Line,Adherent,,,,,MSS,10.06666667,3.461050926,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00661,Esophagus,Metastasis,Esophageal Squamous Cell Carcinoma,"('Esophageal Squamous Cell Carcinoma  (C4024)',)",65,,,,Unknown,,Lymph Node,,,,,,SIDP00590,Homo Sapiens,Male,East Asian,Unknown,,753555,ACH-000305,ECGI10_OESOPHAGUS,CVCL_1187,RIKEN:RCB0774
ECC10,SIDM00280,,Cell Line,Suspension,,,,,MSS,14.33333333,3.58226179,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00659,Stomach,Metastasis,Gastric Carcinoma,"('Gastric Small Cell Carcinoma  (C6764)',)",,,,,Unknown,,Liver,,,,,,SIDP00588,Homo Sapiens,Unknown,East Asian,Unknown,,906848,ACH-000560,ECC10_STOMACH,CVCL_1188,RIKEN:RCB0983
ECC12,SIDM00279,,Cell Line,Adherent,,,,,MSS,11,2.227832124,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00660,Stomach,Tumour,Gastric Carcinoma,"('Gastric Small Cell Carcinoma  (C6764)',)",63,,,,Unknown,,Unknown,,,,,,SIDP00589,Homo Sapiens,Male,East Asian,Unknown,,906849,ACH-000225,ECC12_STOMACH,CVCL_1189,RIKEN:RCB1009
ECC4,SIDM00069,,Cell Line,Unknown,10.1002/ijc.2910540617,,,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,SIDS00752,Large Intestine,Tumour,Colorectal Carcinoma,"('Rectal Adenocarcinoma  (C9383)',)",45,,,,Unknown,,Unknown,,,,,,SIDP00675,Homo Sapiens,Male,East Asian,Unknown,,906850,,,CVCL_1190,RIKEN:RCB0982
EFM-19,SIDM01056,,Cell Line,Adherent,,,,,MSS,7.433333333,2.837644199,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00501,Breast,Metastasis,Breast Carcinoma,"('Ductal Breast Carcinoma  (C4017)',)",50,,,1979,Unknown,,Pleural Effusion,,,,,,SIDP00438,Homo Sapiens,Female,White,Unknown,,906851,ACH-000330,EFM19_BREAST,CVCL_0253,DSMZ:ACC-231
EFM-192A,SIDM01002,,Cell Line,Adherent,,,,,MSS,4.8,3.148910011,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00502,Breast,Metastasis,Breast Carcinoma,"('Breast Carcinoma  (C4872)',)",46,,,1985,Unknown,,Pleural Effusion,,,,,,SIDP00439,Homo Sapiens,Female,White,Unknown,EFM-192B and EFM-192C were established from the same patient as EFM-192A (DSMZ).,1290798,ACH-000117,EFM192A_BREAST,CVCL_1812,DSMZ:ACC-258
EFM-192B,SIDM01054,,Cell Line,Adherent,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00502,Breast,Metastasis,Breast Carcinoma,"('Breast Carcinoma  (C4872)',)",46,,,1985,Unknown,,Pleural Effusion,,,,,,SIDP00439,Homo Sapiens,Female,White,Unknown,EFM-192B and EFM-192C were established from the same patient as EFM-192A (DSMZ).,1240126,,,CVCL_1813,DSMZ:ACC-308
EFM-192C,SIDM01053,,Cell Line,Adherent,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00502,Breast,Metastasis,Breast Carcinoma,"('Breast Carcinoma  (C4872)',)",46,,,1985,Unknown,,Pleural Effusion,,,,,,SIDP00439,Homo Sapiens,Female,White,Unknown,EFM-192B and EFM-192C were established from the same patient as EFM-192A (DSMZ).,1290799,,,CVCL_1814,DSMZ:ACC-311
EFO-21,SIDM01052,,Cell Line,Adherent,,,,,MSS,8.3,2.850490568,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00503,Ovary,Metastasis,Ovarian Carcinoma,"('Ovarian Cystadenocarcinoma  (C5228)',)",56,,,1979,Unknown,,Ascites,,,,,,SIDP00440,Homo Sapiens,Female,White,Unknown,,911905,ACH-000308,EFO21_OVARY,CVCL_0029,DSMZ:ACC-235
EFO-27,SIDM01051,,Cell Line,Adherent,,,,,MSI,42.56666667,2.009498516,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00504,Ovary,Metastasis,Ovarian Carcinoma,"('Ovarian Mucinous Adenocarcinoma  (C5243)',)",36,,,1979,Unknown,,Omentum,,,,,,SIDP00441,Homo Sapiens,Female,Unknown,Unknown,,906852,ACH-000936,EFO27_OVARY,CVCL_1192,DSMZ:ACC-191
